id;Precio
camisa-va-pdt_variante_1;53,52678571
camisa-va-pdt_variante_2;53,52678571
camisa-va-pdt_variante_3;53,52678571
camisa-va-pdt_variante_4;53,52678571
camisa-rosa-pdt_variante_1;53,52678571
camisa-rosa-pdt_variante_2;53,52678571
camisa-rosa-pdt_variante_4;53,52678571
camisa-denim-pdt_variante_1;53,52678571
camisa-denim-pdt_variante_2;53,52678571
camisa-denim-pdt_variante_3;53,52678571
camisa-denim-pdt_variante_4;53,52678571
camisa-blanca-esc-pdt_variante_1;57,99107143
camisa-blanca-esc-pdt_variante_2;57,99107143
camisa-blanca-esc-pdt_variante_3;57,99107143
camisa-blanca-esc-pdt_variante_4;57,99107143
camisa-celeste-esc-pdt_variante_1;57,99107143
camisa-celeste-esc-pdt_variante_2;57,99107143
camisa-celeste-esc-pdt_variante_3;57,99107143
camisa-celeste-esc-pdt_variante_4;57,99107143
jersey-medcr-am-pdt_variante_1;53,52678571
jersey-medcr-am-pdt_variante_2;53,52678571
jersey-cierre-azul-pdt_variante_1;57,99107143
jersey-cierre-azul-pdt_variante_2;57,99107143
jersey-cierre-am-pdt_variante_1;57,99107143
jersey-cierre-am-pdt_variante_2;57,99107143
