Código de producto;Nombre del producto;Categoría;Subcategoría;CATEGOR;Inventario inicial;Descripción corta del producto;Descripción larga (Lo más detallada posible);Fabricante (Opcional)
MOUGENDX150XUBK     ;MOUSE GENIUS DX-150X - USB - NEGRO - G5 BLACK;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS DX-150X - USB - NEGRO - G5 BLACK;-;Genius
MOUGENDX150XURD     ;MOUSE GENIUS DX-150X - USB - ROJO - G5 RED;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS DX-150X - USB - ROJO - G5 RED;-;Genius
GENMOU8100R         ;MOUSE GENIUS ECO 8100 - WIRELESS - ROJO - RECARGABLE - BLUE EYE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS ECO 8100 - WIRELESS - ROJO - RECARGABLE - BLUE EYE;-;Genius
091163227885        ;MOUSE GENIUS MICRO TRAVELER - USB - NEGRO - RETRACTIL;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS MICRO TRAVELER - USB - NEGRO - RETRACTIL;-;Genius
091163228691        ;MOUSE GENIUS MICRO TRAVELER - USB - RUBY - RETRACTIL;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS MICRO TRAVELER - USB - RUBY - RETRACTIL;-;Genius
091163228684        ;MOUSE GENIUS MICRO TRAVELER - USB - SILVER - RETRACTIL;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS MICRO TRAVELER - USB - SILVER - RETRACTIL;-;Genius
091163228707        ;MOUSE GENIUS MICRO TRAVELER - USB - BLANCO - RETRACTIL;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS MICRO TRAVELER - USB - BLANCO - RETRACTIL;-;Genius
091163250838        ;MOUSE GENIUS NX-7000 - WIRELESS - BLANCO - BlueEye;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS NX-7000 - WIRELESS - BLANCO - BlueEye;-;Genius
091163250074        ;MOUSE GENIUS NX-7000 - WIRELESS - NEGRO - BlueEye;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS NX-7000 - WIRELESS - NEGRO - BlueEye;-;Genius
MOUGENNX7005UBL     ;MOUSE GENIUS NX-7005 - USB - AZUL;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS NX-7005 - USB - AZUL;-;Genius
091163251613        ;MOUSE GENIUS NX-7015 - WIRELESS - CARMELITA - BlueEYE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS NX-7015 - WIRELESS - CARMELITA - BlueEYE;-;Genius
MOUGENNX7015UBW     ;MOUSE GENIUS NX-7015 - WIRELESS - CARMELITA - BlueEYE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS NX-7015 - WIRELESS - CARMELITA - BlueEYE;-;Genius
MOUGENNX7015UCH     ;MOUSE GENIUS NX-7015 - WIRELESS - CHOCOLATE - BlueEYE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS NX-7015 - WIRELESS - CHOCOLATE - BlueEYE;-;Genius
091163250968        ;MOUSE GENIUS NX-7015 - WIRELESS - DORADO - BlueEYE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS NX-7015 - WIRELESS - DORADO - BlueEYE;-;Genius
091163250944        ;MOUSE GENIUS NX-7015 - WIRELESS - GRIS - BlueEYE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS NX-7015 - WIRELESS - GRIS - BlueEYE;-;Genius
091163258698        ;MOUSE GENIUS NX-7015 - WIRELESS - ROSY BROWN - BlueEYE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS NX-7015 - WIRELESS - ROSY BROWN - BlueEYE;-;Genius
091163256618        ;MOUSE GENIUS SPEAR PRO - USB - 8 TECLAS - SCORPION GX GAMING;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS SPEAR PRO - USB - 8 TECLAS - SCORPION GX GAMING;-;Genius
091163256601        ;MOUSE GENIUS SPEAR - USB - RGB - 6 TECLAS - SCORPION GX GAMING;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS SPEAR - USB - RGB - 6 TECLAS - SCORPION GX GAMING;-;Genius
091163251538        ;MOUSE GENIUS X-G200 - USB - NEGRO;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE GENIUS X-G200 - USB - NEGRO;-;Genius
798302180031        ;MOUSE KLIPX KMO-102 - USB - NEGRO - LITEGLIDER;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMO-102 - USB - NEGRO - LITEGLIDER;-;Klip Xtreme
798302180550        ;MOUSE KLIPX KMO-104 - USB - NEGRO - EBONY;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMO-104 - USB - NEGRO - EBONY;-;Klip Xtreme
798302076266        ;MOUSE KLIPX KMO-111 - USB - GRIS SHADOW;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMO-111 - USB - GRIS SHADOW;-;Klip Xtreme
798302076273        ;MOUSE KLIPX KMO-113 - USB - NEGRO - RETRACTIL;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMO-113 - USB - NEGRO - RETRACTIL;-;Klip Xtreme
798302074934        ;MOUSE KLIPX KMO-120BK - USB - NEGRO - GALET;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMO-120BK - USB - NEGRO - GALET;-;Klip Xtreme
ID011KLX19          ;MOUSE KLIPX KMO-201WH - USB - BLANCO;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMO-201WH - USB - BLANCO;-;Klip Xtreme
798302074927        ;MOUSE KLIPX KMO-310BK - WIRELESS - NEGRO - NANO BEETLE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMO-310BK - WIRELESS - NEGRO - NANO BEETLE;-;Klip Xtreme
798302079465        ;MOUSE KLIPX KMO-505 - USB - NEGRO - VERTICAL - KREST BUSINESS ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMO-505 - USB - NEGRO - VERTICAL - KREST BUSINESS ;-;Klip Xtreme
798302077669        ;MOUSE KLIPX KMW-330BK - WIRELESS - NEGRO - VECTOR;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMW-330BK - WIRELESS - NEGRO - VECTOR;-;Klip Xtreme
798302077676        ;MOUSE KLIPX KMW-330BL - WIRELESS - AZUL  - VECTOR;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMW-330BL - WIRELESS - AZUL  - VECTOR;-;Klip Xtreme
798302077683        ;MOUSE KLIPX KMW-330RD - WIRELESS - ROJO - VECTOR;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMW-330RD - WIRELESS - ROJO - VECTOR;-;Klip Xtreme
355BK798302072169   ;MOUSE KLIPX KMW-355BK - WIRELESS - NEGRO - VORTEX;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMW-355BK - WIRELESS - NEGRO - VORTEX;-;Klip Xtreme
798302077928        ;MOUSE KLIPX KMW-400BL - WIRELESS - AZUL - GHOSTPUCH;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMW-400BL - WIRELESS - AZUL - GHOSTPUCH;-;Klip Xtreme
798302079236        ;MOUSE KLIPX KMW-500BK - WIRELESS - NEGRO - ORBIX BUSINESS ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE KLIPX KMW-500BK - WIRELESS - NEGRO - ORBIX BUSINESS ;-;Klip Xtreme
097855157546        ;MOUSE LOGITECH G203 - USB - LILA - LIGHTSYNC;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G203 - USB - LILA - LIGHTSYNC;-;Logitech
097855155962        ;MOUSE LOGITECH G203 - USB - AZUL - RGB - LIGHTSYNC ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G203 - USB - AZUL - RGB - LIGHTSYNC ;-;Logitech
097855155955        ;MOUSE LOGITECH G203 - USB - BLANCO - LIGHTSYNC;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G203 - USB - BLANCO - LIGHTSYNC;-;Logitech
09785515594         ;MOUSE LOGITECH G203 - USB - NEGRO - LIGHTSYNC ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G203 - USB - NEGRO - LIGHTSYNC ;-;Logitech
097855163837        ;MOUSE LOGITECH G305 - USB - BLANCO LOL-KDA - LIGHTSPEED ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G305 - USB - BLANCO LOL-KDA - LIGHTSPEED ;-;Logitech
097855161536        ;MOUSE LOGITECH G305 - WIRELESS - AZUL - LIGHTSPEED ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G305 - WIRELESS - AZUL - LIGHTSPEED ;-;Logitech
097855161574        ;MOUSE LOGITECH G305 - WIRELESS - LILA - LIGHTSPEED ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G305 - WIRELESS - LILA - LIGHTSPEED ;-;Logitech
097855168399        ;MOUSE LOGITECH G305 - WIRELESS - MENTA - LIGHTSPEED ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G305 - WIRELESS - MENTA - LIGHTSPEED ;-;Logitech
097855137708        ;MOUSE LOGITECH G305 - WIRELESS - NEGRO - LIGHTSPEED ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G305 - WIRELESS - NEGRO - LIGHTSPEED ;-;Logitech
097855147745        ;MOUSE LOGITECH G403 - USB - NEGRO - HERO GAMER;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G403 - USB - NEGRO - HERO GAMER;-;Logitech
097855141996        ;MOUSE LOGITECH G502 - USB - NEGRO - HERO GAMING ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G502 - USB - NEGRO - HERO GAMING ;-;Logitech
097855145246        ;MOUSE LOGITECH G502 - WIRELESS - RGB - LIGHTSPEED - RECARGABLE - NEGRO;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G502 - WIRELESS - RGB - LIGHTSPEED - RECARGABLE - NEGRO;-;Logitech
097855097132        ;MOUSE LOGITECH G600 - USB - NEGRO - PROGRAMABLE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G600 - USB - NEGRO - PROGRAMABLE;-;Logitech
097855129956        ;MOUSE LOGITECH G603 - WIRELESS - NEGRO - LIGHTSPEED ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G603 - WIRELESS - NEGRO - LIGHTSPEED ;-;Logitech
097855149435        ;MOUSE LOGITECH G604 - WIRELESS - NEGRO - LIGHTSPEED ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH G604 - WIRELESS - NEGRO - LIGHTSPEED ;-;Logitech
097855142689        ;MOUSE LOGITECH M110 - USB - AZUL - SILENT ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M110 - USB - AZUL - SILENT ;-;Logitech
910-005493          ;MOUSE LOGITECH M110 - USB - NEGRO - SILENT;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M110 - USB - NEGRO - SILENT;-;Logitech
MOULOG910005492     ;MOUSE LOGITECH M110 - USB - ROJO - SILENT;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M110 - USB - ROJO - SILENT;-;Logitech
097855119209        ;MOUSE LOGITECH M170 - WIRELESS - AZUL ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M170 - WIRELESS - AZUL ;-;Logitech
097855119216        ;MOUSE LOGITECH M170 - WIRELESS - ROJO ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M170 - WIRELESS - ROJO ;-;Logitech
097855139252        ;MOUSE LOGITECH M187 - WIRELESS - AZUL ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M187 - WIRELESS - AZUL ;-;Logitech
097855139276        ;MOUSE LOGITECH M187 - WIRELESS - ROJO  ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M187 - WIRELESS - ROJO  ;-;Logitech
097855159939        ;MOUSE LOGITECH M190 - WIRELESS - NEGRO - CURVE ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M190 - WIRELESS - NEGRO - CURVE ;-;Logitech
097855159953        ;MOUSE LOGITECH M190 - WIRELESS - ROJO/NEGRO - CURVE;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M190 - WIRELESS - ROJO/NEGRO - CURVE;-;Logitech
097855109187        ;MOUSE LOGITECH M280 - WIRELESS - AZUL;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M280 - WIRELESS - AZUL;-;Logitech
097855107435        ;MOUSE LOGITECH M280 - WIRELESS - NEGRO;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGITECH M280 - WIRELESS - NEGRO;-;Logitech
097855140470        ;MOUSE LOGTECH PRO - USB - RGB - NEGRO - GAMING;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE LOGTECH PRO - USB - RGB - NEGRO - GAMING;-;Logitech
MOUMARG943          ;MOUSE MARVO G943 - USB - RGB ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO G943 - USB - RGB ;-;Marvo
MOUS5100            ;MOUSE MARVO M112 - USB - SCORPION GAMING ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO M112 - USB - SCORPION GAMING ;-;Marvo
6932391923467       ;MOUSE MARVO M115 - USB - RGB - SCORPION;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO M115 - USB - RGB - SCORPION;-;Marvo
6952391918999       ;MOUSE MARVO M207 - USB - NEGRO - SCORPION;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO M207 - USB - NEGRO - SCORPION;-;Marvo
MOU5500             ;MOUSE MARVO M209 - USB - 7-COLORES - SCORPION ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO M209 - USB - 7-COLORES - SCORPION ;-;Marvo
6932391906507       ;MOUSE MARVO M399 - USB - RGB BACKLIGHT - SCORPION;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO M399 - USB - RGB BACKLIGHT - SCORPION;-;Marvo
MOUS5011            ;MOUSE MARVO M513 - USB - RGB - PROGRAMABLE - SCORPION;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO M513 - USB - RGB - PROGRAMABLE - SCORPION;-;Marvo
MOUS6508            ;MOUSE MARVO M518 - USB - RAINBOW - PROGRAMABLE - SCORPION;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO M518 - USB - RAINBOW - PROGRAMABLE - SCORPION;-;Marvo
ARTEC0011198        ;MOUSE MARVO M519 - USB - RGB - NEGRO - SCORPION;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO M519 - USB - RGB - NEGRO - SCORPION;-;Marvo
6932391909089       ;MOUSE MARVO M720W - WIRELESS - SCORPION;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MARVO M720W - WIRELESS - SCORPION;-;Marvo
824142218440        ;MOUSE MSI CLUTCH GM08 - USB - NEGRO - GAMING;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE MSI CLUTCH GM08 - USB - NEGRO - GAMING;-;MSI
8712581762490       ;MOUSE PHILIPS M444 - USB - ERGO - NEGRO - SPK7444;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE PHILIPS M444 - USB - ERGO - NEGRO - SPK7444;-;Philips
8712581762414       ;MOUSE PHILIPS G314 - USB - NEGRO - SPK9314;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE PHILIPS G314 - USB - NEGRO - SPK9314;-;Philips
798360223114        ;MOUSE PRIMUS GLADIUS 10000S - USB - RGB - GAMING ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE PRIMUS GLADIUS 10000S - USB - RGB - GAMING ;-;Primus
798361223120        ;MOUSE PRIMUS GLADIUS 16000P - USB - RGB - GAMING ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE PRIMUS GLADIUS 16000P - USB - RGB - GAMING ;-;Primus
798302224629        ;MOUSE PRIMUS GLADIUS 8200T - USB - RGB - PMO-102;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE PRIMUS GLADIUS 8200T - USB - RGB - PMO-102;-;Primus
7862125251377GRIS   ;MOUSE QUASAD QM-610G - WIRELESS - GRIS ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE QUASAD QM-610G - WIRELESS - GRIS ;-;Quasad
7862125251377       ;MOUSE QUASAD QM-610G - WIRELESS - NEGRO ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE QUASAD QM-610G - WIRELESS - NEGRO ;-;Quasad
7862125251377ROJO   ;MOUSE QUASAD QM-610G - WIRELESS - ROJO ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE QUASAD QM-610G - WIRELESS - ROJO ;-;Quasad
6950376750938       ;MOUSE REDRAGON - USB - NEGRO - RGB - GRIFFIN M607 ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE REDRAGON - USB - NEGRO - RGB - GRIFFIN M607 ;-;Redragon
8713439233377       ;MOUSE TRUST SKETCH - WIRELESS - AMARILLO - SILENT ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE TRUST SKETCH - WIRELESS - AMARILLO - SILENT ;-;Trust
842243020793        ;MOUSE XPG PRIMER - USB - RGB - NEGRO ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE XPG PRIMER - USB - RGB - NEGRO ;-;XPG
ID011XTK06          ;MOUSE XTECH XTM195 - USB - NEGRO ;Accesorios;Mouse;Accesorios,Mouse;1;MOUSE XTECH XTM195 - USB - NEGRO ;-;Xtech
6931858785044       ;TECLADO GAMEMAX K207-S - USB - RGB - NEGRO;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GAMEMAX K207-S - USB - RGB - NEGRO;-;Gamemax
091163251453        ;TECLADO GENIUS K220 - USB - ILUMINADO - SCORPION GAMING;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GENIUS K220 - USB - ILUMINADO - SCORPION GAMING;-;Genius
091163254454        ;TECLADO GENIUS K8 - USB - RGB - GAMING SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GENIUS K8 - USB - RGB - GAMING SCORPION;-;Genius
KEYGENKB101SMBK     ;TECLADO GENIUS KB-101 - USB - NEGRO;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GENIUS KB-101 - USB - NEGRO;-;Genius
091163255611        ;TECLADO GENIUS KB-102 - USB - NEGRO - MULTIMEDIA ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GENIUS KB-102 - USB - NEGRO - MULTIMEDIA ;-;Genius
091163257349        ;TECLADO GENIUS KB-116 - USB - NEGRO - ANTIDERRAME;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GENIUS KB-116 - USB - NEGRO - ANTIDERRAME;-;Genius
091163255659        ;TECLADO GENIUS KB-118 - USB - NEGRO - CLASSIC ES;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GENIUS KB-118 - USB - NEGRO - CLASSIC ES;-;Genius
091163251422        ;TECLADO GENIUS LUXEMATE 100 MINI - USB - NEGRO;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GENIUS LUXEMATE 100 MINI - USB - NEGRO;-;Genius
091163258179        ;TECLADO GENIUS NUMPAD 110  -USB - NEGRO;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GENIUS NUMPAD 110  -USB - NEGRO;-;Genius
091163235323        ;TECLADO GENIUS NUMPAD I110 - USB - NEGRO;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO GENIUS NUMPAD I110 - USB - NEGRO;-;Genius
6948391226866       ;TECLADO HP GK520 - USB - MECANICO - RGB ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO HP GK520 - USB - MECANICO - RGB ;-;HP
097855078827        ;TECLADO LOGITECH K230 - WIRELESS - NEGRO ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO LOGITECH K230 - WIRELESS - NEGRO ;-;Logitech
097855115324        ;TECLADO LOGITECH K400 PLUS - WIRELESS - NEGRO ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO LOGITECH K400 PLUS - WIRELESS - NEGRO ;-;Logitech
KEYLOG920010085     ;TECLADO LOGITECH K835 TKL - MECANICO - GRIS ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO LOGITECH K835 TKL - MECANICO - GRIS ;-;Logitech
KEYLOG920010086     ;TECLADO LOGITECH K835 TKL - MECANICO - ROJO;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO LOGITECH K835 TKL - MECANICO - ROJO;-;Logitech
6932391920589       ;TECLADO MARVO K602 - USB - MEMBRANA - RAINBOW - SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MARVO K602 - USB - MEMBRANA - RAINBOW - SCORPION;-;Marvo
6932391922286       ;TECLADO MARVO K606 - USB - MEMBRANA - RAINBOW - SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MARVO K606 - USB - MEMBRANA - RAINBOW - SCORPION;-;Marvo
TECL5209            ;TECLADO MARVO K607 SP - USB - BACKLIGHT - ERGO - SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MARVO K607 SP - USB - BACKLIGHT - ERGO - SCORPION;-;Marvo
KB5005              ;TECLADO MARVO K629G - USB - MEMBRANA - SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MARVO K629G - USB - MEMBRANA - SCORPION;-;Marvo
KB5012              ;TECLADO MARVO K656 - USB - MEMBRANA - SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MARVO K656 - USB - MEMBRANA - SCORPION;-;Marvo
038005MAVKG901      ;TECLADO MARVO KG901 - USB - RGB - SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MARVO KG901 - USB - RGB - SCORPION;-;Marvo
KB5501              ;TECLADO MARVO KG916 - USB - MECANICO - RAINBOW - SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MARVO KG916 - USB - MECANICO - RAINBOW - SCORPION;-;Marvo
6932391924648       ;TECLADO MARVO KG962-B - USB - MECANICO - SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MARVO KG962-B - USB - MECANICO - SCORPION;-;Marvo
6932391924631       ;TECLADO MARVO KG962-R - USB - MECANICO - SCORPION;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MARVO KG962-R - USB - MECANICO - SCORPION;-;Marvo
6970344731677       ;TECLADO MEETION MK007 - USB - NEGRO - MECANICO - RGB;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO MEETION MK007 - USB - NEGRO - MECANICO - RGB;-;Meetion
ARTEC0011070        ;TECLADO NITRON - USB - RGB - SINGLE HAND - GAMER ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO NITRON - USB - RGB - SINGLE HAND - GAMER ;-;Nitron
6950376776969       ;TECLADO REDRAGON K530 - WIRELESS - NEGRO - RGB - MECANICO  - NEGRO  DRACONIC;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO REDRAGON K530 - WIRELESS - NEGRO - RGB - MECANICO  - NEGRO  DRACONIC;-;Redragon
6950376778109       ;TECLADO REDRAGON K530 - WIRELESS - BLANCO  - RGB - MECANICO - DRACONIC ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO REDRAGON K530 - WIRELESS - BLANCO  - RGB - MECANICO - DRACONIC ;-;Redragon
6950376704979       ;TECLADO REDRAGON K552W-KR - USB - BLANCO - RGB - MECANICO - KUMARA ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO REDRAGON K552W-KR - USB - BLANCO - RGB - MECANICO - KUMARA ;-;Redragon
6950376704962       ;TECLADO REDRAGON K552W-KR - USB - NEGRO - RGB - MECANICO - KUMARA ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO REDRAGON K552W-KR - USB - NEGRO - RGB - MECANICO - KUMARA ;-;Redragon
6950376778949       ;TECLADO REDRAGON K568- USB - NEGRO - RGB - MECANICO - DARK AVENGER ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO REDRAGON K568- USB - NEGRO - RGB - MECANICO - DARK AVENGER ;-;Redragon
6950376772244       ;TECLADO REDRAGON K630R - USB - BLANCO - RGB - MECANICO - DRAGONBORN ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO REDRAGON K630R - USB - BLANCO - RGB - MECANICO - DRAGONBORN ;-;Redragon
6950376772251       ;TECLADO REDRAGON K630R - USB - NEGRO - RGB - MECANICO - DRAGONBORN ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO REDRAGON K630R - USB - NEGRO - RGB - MECANICO - DRAGONBORN ;-;Redragon
4713218468758       ;TECLADO XPG INFAREX K10 - USB - RGB - MEM-CHANICAL ;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO XPG INFAREX K10 - USB - RGB - MEM-CHANICAL ;-;XPG
ID222XTK03          ;TECLADO XTECH XTK160S - USB - NEGRO;Accesorios;Teclado;Accesorios,Teclado;1;TECLADO XTECH XTK160S - USB - NEGRO;-;Xtech
091163256199        ;DESKTOP KIT GENIUS KM-8200 - WIRELESS - NEGRO;Accesorios;Mouse + Teclado;Accesorios,Mouse + Teclado;1;DESKTOP KIT GENIUS KM-8200 - WIRELESS - NEGRO;-;Genius
DESKMARCM409        ;DESKTOP KIT MARVO CM-409 4-EN-1 USB - RGB;Accesorios;Mouse + Teclado;Accesorios,Mouse + Teclado;1;DESKTOP KIT MARVO CM-409 4-EN-1 USB - RGB;-;Marvo
6932391923269       ;DESKTOP KIT MARVO CM370 4-EN-1 USB - ROSADO ;Accesorios;Mouse + Teclado;Accesorios,Mouse + Teclado;1;DESKTOP KIT MARVO CM370 4-EN-1 USB - ROSADO ;-;Marvo
CO1059MT052102745   ;DESKTOP KIT MEETION C500 4-EN-1 USB - BACKLIT ;Accesorios;Mouse + Teclado;Accesorios,Mouse + Teclado;1;DESKTOP KIT MEETION C500 4-EN-1 USB - BACKLIT ;-;Meetion
7864186403061       ;DESKTOP KIT MOUSE + TECLADO ONE-HAND - NITRON 198i G506 ;Accesorios;Mouse + Teclado;Accesorios,Mouse + Teclado;1;DESKTOP KIT MOUSE + TECLADO ONE-HAND - NITRON 198i G506 ;-;Nitron
8713439231489       ;DESKTOP KIT TRUST 4-EN-1 GAMING - GXT 1080RW;Accesorios;Mouse + Teclado;Accesorios,Mouse + Teclado;1;DESKTOP KIT TRUST 4-EN-1 GAMING - GXT 1080RW;-;Trust
CH106BL             ;SILLA MARVO AZUL ERGO AJUSTABLE - CH-106BL;Gamer;Sillas;Gamer,Sillas;1;SILLA MARVO AZUL ERGO AJUSTABLE - CH-106BL;-;Marvo
20210900006         ;SILLA MARVO CAMUFLAJE ERGO AJUSTABLE - CH-106CAMO;Gamer;Sillas;Gamer,Sillas;1;SILLA MARVO CAMUFLAJE ERGO AJUSTABLE - CH-106CAMO;-;Marvo
6932391922743       ;SILLA MARVO ROSADA ERGO AJUSTABLE  - CH-106PK;Gamer;Sillas;Gamer,Sillas;1;SILLA MARVO ROSADA ERGO AJUSTABLE  - CH-106PK;-;Marvo
SILL0004            ;SILLA MARVO ROJA ERGO AJUSTABLE - CH-106RD ;Gamer;Sillas;Gamer,Sillas;1;SILLA MARVO ROJA ERGO AJUSTABLE - CH-106RD ;-;Marvo
